# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-12 12:47:10 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13305000 LEMHI RIVER NR LEMHI ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13305000
#            TS   parameter     statistic     Description
#         46354       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46355       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46356       00010     00003     Temperature, water, degrees Celsius (Mean)
#         46357       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46357_00060_00003	46357_00060_00003_cd
USGS	13305000	2018-09-07	102	A
USGS	13305000	2018-09-08	100	A
USGS	13305000	2018-09-09	100	A
USGS	13305000	2018-09-10	102	A
USGS	13305000	2018-09-11	102	A
USGS	13305000	2018-09-12	103	A
USGS	13305000	2018-09-13	107	A
USGS	13305000	2018-09-14	98.8	A
USGS	13305000	2018-09-15	97.9	A
USGS	13305000	2018-09-16	101	A
USGS	13305000	2018-09-17	99.9	A
USGS	13305000	2018-09-18	100	A
USGS	13305000	2018-09-19	106	A
USGS	13305000	2018-09-20	111	A
USGS	13305000	2018-09-21	115	A
USGS	13305000	2018-09-22	119	A
USGS	13305000	2018-09-23	123	A
USGS	13305000	2018-09-24	130	A
USGS	13305000	2018-09-25	136	A
USGS	13305000	2018-09-26	142	A
USGS	13305000	2018-09-27	144	A
USGS	13305000	2018-09-28	143	A
USGS	13305000	2018-09-29	145	A
USGS	13305000	2018-09-30	149	A
USGS	13305000	2018-10-01	159	A
USGS	13305000	2018-10-02	166	A
USGS	13305000	2018-10-03	172	A
USGS	13305000	2018-10-04	186	A
USGS	13305000	2018-10-05	209	A
USGS	13305000	2018-10-06	230	A
USGS	13305000	2018-10-07	231	A
USGS	13305000	2018-10-08	221	A
USGS	13305000	2018-10-09	220	A
USGS	13305000	2018-10-10	253	A
USGS	13305000	2018-10-11	270	A
USGS	13305000	2018-10-12	276	A
USGS	13305000	2018-10-13	307	A
USGS	13305000	2018-10-14	301	A
USGS	13305000	2018-10-15	295	A
USGS	13305000	2018-10-16	301	A
USGS	13305000	2018-10-17	300	A
USGS	13305000	2018-10-18	299	A
USGS	13305000	2018-10-19	291	A
USGS	13305000	2018-10-20	285	A
USGS	13305000	2018-10-21	283	A
USGS	13305000	2018-10-22	279	A
USGS	13305000	2018-10-23	276	A
USGS	13305000	2018-10-24	277	A
USGS	13305000	2018-10-25	273	A
USGS	13305000	2018-10-26	270	A
USGS	13305000	2018-10-27	276	A
USGS	13305000	2018-10-28	276	A
USGS	13305000	2018-10-29	284	A
USGS	13305000	2018-10-30	291	A
USGS	13305000	2018-10-31	282	A
USGS	13305000	2018-11-01	282	A
USGS	13305000	2018-11-02	286	A
USGS	13305000	2018-11-03	285	A
USGS	13305000	2018-11-04	286	A
USGS	13305000	2018-11-05	285	A
USGS	13305000	2018-11-06	286	A
USGS	13305000	2018-11-07	283	A
USGS	13305000	2018-11-08	281	A
USGS	13305000	2018-11-09	253	A
USGS	13305000	2018-11-10	281	A
USGS	13305000	2018-11-11	266	A
USGS	13305000	2018-11-12	242	A
USGS	13305000	2018-11-13	240	A
USGS	13305000	2018-11-14	260	A
USGS	13305000	2018-11-15	270	A
USGS	13305000	2018-11-16	277	A
USGS	13305000	2018-11-17	278	A
USGS	13305000	2018-11-18	250	A
USGS	13305000	2018-11-19	245	A
USGS	13305000	2018-11-20	251	A
USGS	13305000	2018-11-21	253	A
USGS	13305000	2018-11-22	267	A
USGS	13305000	2018-11-23	271	A
USGS	13305000	2018-11-24	273	A
USGS	13305000	2018-11-25	255	A
USGS	13305000	2018-11-26	237	A
USGS	13305000	2018-11-27	257	A
USGS	13305000	2018-11-28	269	A
USGS	13305000	2018-11-29	266	A
USGS	13305000	2018-11-30	264	A
USGS	13305000	2018-12-01	265	A
USGS	13305000	2018-12-02	245	A
USGS	13305000	2018-12-03	255	A
USGS	13305000	2018-12-04	245	A
USGS	13305000	2018-12-05	175	A:e
USGS	13305000	2018-12-06	151	A:e
USGS	13305000	2018-12-07	147	A:e
USGS	13305000	2018-12-08	154	A:e
USGS	13305000	2018-12-09	165	A:e
USGS	13305000	2018-12-10	190	A:e
USGS	13305000	2018-12-11	200	A:e
USGS	13305000	2018-12-12	217	A:e
USGS	13305000	2018-12-13	208	A:e
USGS	13305000	2018-12-14	217	A:e
USGS	13305000	2018-12-15	225	A
USGS	13305000	2018-12-16	223	A
USGS	13305000	2018-12-17	230	A
USGS	13305000	2018-12-18	238	A
USGS	13305000	2018-12-19	245	A
USGS	13305000	2018-12-20	244	A
USGS	13305000	2018-12-21	246	A
USGS	13305000	2018-12-22	241	A
USGS	13305000	2018-12-23	237	A
USGS	13305000	2018-12-24	239	A
USGS	13305000	2018-12-25	239	A
USGS	13305000	2018-12-26	237	A
USGS	13305000	2018-12-27	239	A
USGS	13305000	2018-12-28	238	A
USGS	13305000	2018-12-29	235	A:e
USGS	13305000	2018-12-30	233	A:e
USGS	13305000	2018-12-31	224	A:e
USGS	13305000	2019-01-01	190	A:e
USGS	13305000	2019-01-02	174	A:e
USGS	13305000	2019-01-03	180	A:e
USGS	13305000	2019-01-04	211	A:e
USGS	13305000	2019-01-05	222	A:e
USGS	13305000	2019-01-06	247	A
USGS	13305000	2019-01-07	245	A
USGS	13305000	2019-01-08	200	A:e
USGS	13305000	2019-01-09	226	A:e
USGS	13305000	2019-01-10	253	A
USGS	13305000	2019-01-11	256	A
USGS	13305000	2019-01-12	244	A
USGS	13305000	2019-01-13	233	A:e
USGS	13305000	2019-01-14	199	A:e
USGS	13305000	2019-01-15	201	A:e
USGS	13305000	2019-01-16	214	A:e
USGS	13305000	2019-01-17	246	A:e
USGS	13305000	2019-01-18	262	A
USGS	13305000	2019-01-19	256	A
USGS	13305000	2019-01-20	261	A
USGS	13305000	2019-01-21	260	A
USGS	13305000	2019-01-22	245	A
USGS	13305000	2019-01-23	258	A
USGS	13305000	2019-01-24	256	A
USGS	13305000	2019-01-25	252	A
USGS	13305000	2019-01-26	258	A
USGS	13305000	2019-01-27	257	A
USGS	13305000	2019-01-28	254	A
USGS	13305000	2019-01-29	246	A
USGS	13305000	2019-01-30	198	A:e
USGS	13305000	2019-01-31	222	A:e
USGS	13305000	2019-02-01	256	A
USGS	13305000	2019-02-02	261	A
USGS	13305000	2019-02-03	264	A
USGS	13305000	2019-02-04	260	A
USGS	13305000	2019-02-05	263	A
USGS	13305000	2019-02-06	257	A
USGS	13305000	2019-02-07	207	A:e
USGS	13305000	2019-02-08	210	A:e
USGS	13305000	2019-02-09	201	A:e
USGS	13305000	2019-02-10	205	A:e
USGS	13305000	2019-02-11	211	A:e
USGS	13305000	2019-02-12	225	A:e
USGS	13305000	2019-02-13	238	A:e
USGS	13305000	2019-02-14	243	A
USGS	13305000	2019-02-15	253	A
USGS	13305000	2019-02-16	255	A
USGS	13305000	2019-02-17	252	A
USGS	13305000	2019-02-18	231	A:e
USGS	13305000	2019-02-19	226	A:e
USGS	13305000	2019-02-20	243	A:e
USGS	13305000	2019-02-21	246	A
USGS	13305000	2019-02-22	205	A:e
USGS	13305000	2019-02-23	215	A:e
USGS	13305000	2019-02-24	236	A:e
USGS	13305000	2019-02-25	248	A
USGS	13305000	2019-02-26	256	A
USGS	13305000	2019-02-27	253	A
USGS	13305000	2019-02-28	254	A
USGS	13305000	2019-03-01	244	A
USGS	13305000	2019-03-02	244	A
USGS	13305000	2019-03-03	241	A
USGS	13305000	2019-03-04	236	A
USGS	13305000	2019-03-05	234	A
USGS	13305000	2019-03-06	258	A
USGS	13305000	2019-03-07	256	A
USGS	13305000	2019-03-08	252	A
USGS	13305000	2019-03-09	246	A
USGS	13305000	2019-03-10	239	A
USGS	13305000	2019-03-11	238	A
USGS	13305000	2019-03-12	245	A
USGS	13305000	2019-03-13	258	A
USGS	13305000	2019-03-14	249	A
USGS	13305000	2019-03-15	249	A
USGS	13305000	2019-03-16	252	A
USGS	13305000	2019-03-17	253	A
USGS	13305000	2019-03-18	256	A
USGS	13305000	2019-03-19	261	A
USGS	13305000	2019-03-20	271	A
USGS	13305000	2019-03-21	277	A
USGS	13305000	2019-03-22	283	A
USGS	13305000	2019-03-23	286	A
USGS	13305000	2019-03-24	300	A
USGS	13305000	2019-03-25	312	A
USGS	13305000	2019-03-26	308	A
USGS	13305000	2019-03-27	318	A
USGS	13305000	2019-03-28	330	A
USGS	13305000	2019-03-29	312	A
USGS	13305000	2019-03-30	290	A
USGS	13305000	2019-03-31	290	A
USGS	13305000	2019-04-01	281	A
USGS	13305000	2019-04-02	277	A
USGS	13305000	2019-04-03	281	A
USGS	13305000	2019-04-04	294	A
USGS	13305000	2019-04-05	309	A
USGS	13305000	2019-04-06	321	A
USGS	13305000	2019-04-07	303	A
USGS	13305000	2019-04-08	319	A
USGS	13305000	2019-04-09	385	A
USGS	13305000	2019-04-10	356	A
USGS	13305000	2019-04-11	316	A
USGS	13305000	2019-04-12	302	A
USGS	13305000	2019-04-13	290	A
USGS	13305000	2019-04-14	289	A
USGS	13305000	2019-04-15	287	A
USGS	13305000	2019-04-16	292	A
USGS	13305000	2019-04-17	289	A
USGS	13305000	2019-04-18	283	A
USGS	13305000	2019-04-19	288	A
USGS	13305000	2019-04-20	324	A
USGS	13305000	2019-04-21	361	A
USGS	13305000	2019-04-22	339	A
USGS	13305000	2019-04-23	302	A
USGS	13305000	2019-04-24	313	A
USGS	13305000	2019-04-25	299	A
USGS	13305000	2019-04-26	309	A
USGS	13305000	2019-04-27	318	A
USGS	13305000	2019-04-28	296	A
USGS	13305000	2019-04-29	287	A
USGS	13305000	2019-04-30	274	A
USGS	13305000	2019-05-01	251	A
USGS	13305000	2019-05-02	222	A
USGS	13305000	2019-05-03	191	A
USGS	13305000	2019-05-04	153	A
USGS	13305000	2019-05-05	150	A
USGS	13305000	2019-05-06	150	A
USGS	13305000	2019-05-07	160	A
USGS	13305000	2019-05-08	168	A
USGS	13305000	2019-05-09	159	A
USGS	13305000	2019-05-10	152	A
USGS	13305000	2019-05-11	158	A
USGS	13305000	2019-05-12	169	A
USGS	13305000	2019-05-13	201	A
USGS	13305000	2019-05-14	241	A
USGS	13305000	2019-05-15	270	A
USGS	13305000	2019-05-16	283	A
USGS	13305000	2019-05-17	289	A
USGS	13305000	2019-05-18	279	A
USGS	13305000	2019-05-19	253	A
USGS	13305000	2019-05-20	235	P
USGS	13305000	2019-05-21	212	P
USGS	13305000	2019-05-22	202	P
USGS	13305000	2019-05-23	183	P
USGS	13305000	2019-05-24	174	P
USGS	13305000	2019-05-25	172	P
USGS	13305000	2019-05-26	174	P
USGS	13305000	2019-05-27	191	P
USGS	13305000	2019-05-28	213	P
USGS	13305000	2019-05-29	213	P
USGS	13305000	2019-05-30	229	P
USGS	13305000	2019-05-31	268	P
USGS	13305000	2019-06-01	314	P
USGS	13305000	2019-06-02	352	P
USGS	13305000	2019-06-03	441	P
USGS	13305000	2019-06-04	540	P
USGS	13305000	2019-06-05	575	P
USGS	13305000	2019-06-06	573	P
USGS	13305000	2019-06-07	631	P
USGS	13305000	2019-06-08	552	P
USGS	13305000	2019-06-09	466	P
USGS	13305000	2019-06-10	396	P
USGS	13305000	2019-06-11	350	P
USGS	13305000	2019-06-12	375	P
USGS	13305000	2019-06-13	513	P
USGS	13305000	2019-06-14	538	P
USGS	13305000	2019-06-15	508	P
USGS	13305000	2019-06-16	470	P
USGS	13305000	2019-06-17	526	P
USGS	13305000	2019-06-18	509	P
USGS	13305000	2019-06-19	475	P
USGS	13305000	2019-06-20	449	P
USGS	13305000	2019-06-21	414	P
USGS	13305000	2019-06-22	359	P
USGS	13305000	2019-06-23	311	P
USGS	13305000	2019-06-24	279	P:e
USGS	13305000	2019-06-25	254	P:e
USGS	13305000	2019-06-26	247	P
USGS	13305000	2019-06-27	228	P
USGS	13305000	2019-06-28	222	P
USGS	13305000	2019-06-29	216	P
USGS	13305000	2019-06-30	217	P
USGS	13305000	2019-07-01	215	P
USGS	13305000	2019-07-02	216	P
USGS	13305000	2019-07-03	211	P
USGS	13305000	2019-07-04	211	P
USGS	13305000	2019-07-05	213	P
USGS	13305000	2019-07-06	211	P
USGS	13305000	2019-07-07	212	P
USGS	13305000	2019-07-08	213	P
USGS	13305000	2019-07-09	205	P
USGS	13305000	2019-07-10	198	P
USGS	13305000	2019-07-11	196	P
USGS	13305000	2019-07-12	192	P
USGS	13305000	2019-07-13	184	P
USGS	13305000	2019-07-14	179	P
USGS	13305000	2019-07-15	166	P
USGS	13305000	2019-07-16	162	P
USGS	13305000	2019-07-17	156	P
USGS	13305000	2019-07-18	145	P
USGS	13305000	2019-07-19	137	P
USGS	13305000	2019-07-20	136	P
USGS	13305000	2019-07-21	130	P
USGS	13305000	2019-07-22	127	P
USGS	13305000	2019-07-23	140	P
USGS	13305000	2019-07-24	144	P
USGS	13305000	2019-07-25	149	P
USGS	13305000	2019-07-26	163	P
USGS	13305000	2019-07-27	163	P
USGS	13305000	2019-07-28	158	P
USGS	13305000	2019-07-29	147	P
USGS	13305000	2019-07-30	150	P
USGS	13305000	2019-07-31	145	P
USGS	13305000	2019-08-01	140	P
USGS	13305000	2019-08-02	139	P
USGS	13305000	2019-08-03	141	P
USGS	13305000	2019-08-04	130	P
USGS	13305000	2019-08-05	123	P
USGS	13305000	2019-08-06	123	P
USGS	13305000	2019-08-07	114	P
USGS	13305000	2019-08-08	106	P
USGS	13305000	2019-08-09	107	P
USGS	13305000	2019-08-10	108	P
USGS	13305000	2019-08-11	108	P
USGS	13305000	2019-08-12	107	P
USGS	13305000	2019-08-13	103	P
USGS	13305000	2019-08-14	101	P
USGS	13305000	2019-08-15	98.6	P
USGS	13305000	2019-08-16	96.5	P
USGS	13305000	2019-08-17	94.7	P
USGS	13305000	2019-08-18	94.9	P
USGS	13305000	2019-08-19	95.3	P
USGS	13305000	2019-08-20	96.3	P
USGS	13305000	2019-08-21	105	P
USGS	13305000	2019-08-22	108	P
USGS	13305000	2019-08-23	115	P
USGS	13305000	2019-08-24	106	P
USGS	13305000	2019-08-25	98.4	P
USGS	13305000	2019-08-26	96.9	P
USGS	13305000	2019-08-27	96.4	P
USGS	13305000	2019-08-28	94.8	P
USGS	13305000	2019-08-29	92.4	P
USGS	13305000	2019-08-30	93.9	P
USGS	13305000	2019-08-31	95.6	P
USGS	13305000	2019-09-01	93.9	P
USGS	13305000	2019-09-02	95.7	P
USGS	13305000	2019-09-03	106	P
USGS	13305000	2019-09-04	104	P
USGS	13305000	2019-09-05	96.7	P
USGS	13305000	2019-09-06	108	P
USGS	13305000	2019-09-07	111	P
USGS	13305000	2019-09-08	102	P
USGS	13305000	2019-09-09	108	P
USGS	13305000	2019-09-10	102	P
USGS	13305000	2019-09-11	105	P
USGS	13305000	2019-09-12	111	P
USGS	13305000	2019-09-13	107	P
USGS	13305000	2019-09-14	105	P
USGS	13305000	2019-09-15	105	P
USGS	13305000	2019-09-16	109	P
USGS	13305000	2019-09-17	121	P
USGS	13305000	2019-09-18	127	P
USGS	13305000	2019-09-19	127	P
USGS	13305000	2019-09-20	119	P
USGS	13305000	2019-09-21	111	P
USGS	13305000	2019-09-22	109	P
USGS	13305000	2019-09-23	109	P
USGS	13305000	2019-09-24	109	P
USGS	13305000	2019-09-25	112	P
USGS	13305000	2019-09-26	119	P
USGS	13305000	2019-09-27	124	P
USGS	13305000	2019-09-28	125	P
USGS	13305000	2019-09-29	137	P
USGS	13305000	2019-09-30	147	P
USGS	13305000	2019-10-01	166	P
USGS	13305000	2019-10-02	186	P
USGS	13305000	2019-10-03	191	P
USGS	13305000	2019-10-04	197	P
USGS	13305000	2019-10-05	210	P
USGS	13305000	2019-10-06	201	P
USGS	13305000	2019-10-07	202	P
USGS	13305000	2019-10-08	204	P
USGS	13305000	2019-10-09	225	P
USGS	13305000	2019-10-10	227	P
USGS	13305000	2019-10-11	222	P
USGS	13305000	2019-10-12	248	P
USGS	13305000	2019-10-13	262	P
USGS	13305000	2019-10-14	267	P
USGS	13305000	2019-10-15	268	P
USGS	13305000	2019-10-16	268	P
USGS	13305000	2019-10-17	269	P
USGS	13305000	2019-10-18	263	P
USGS	13305000	2019-10-19	266	P
USGS	13305000	2019-10-20	288	P
USGS	13305000	2019-10-21	293	P
USGS	13305000	2019-10-22	312	P
USGS	13305000	2019-10-23	311	P
USGS	13305000	2019-10-24	303	P
USGS	13305000	2019-10-25	312	P
USGS	13305000	2019-10-26	312	P
USGS	13305000	2019-10-27	293	P
USGS	13305000	2019-10-28	265	P
USGS	13305000	2019-10-29	243	P
USGS	13305000	2019-10-30	220	P
USGS	13305000	2019-10-31	233	P
USGS	13305000	2019-11-01	245	P
USGS	13305000	2019-11-02	248	P
USGS	13305000	2019-11-03	259	P
USGS	13305000	2019-11-04	280	P
USGS	13305000	2019-11-05	289	P
USGS	13305000	2019-11-06	283	P
USGS	13305000	2019-11-07	275	P
USGS	13305000	2019-11-08	274	P
USGS	13305000	2019-11-09	274	P
USGS	13305000	2019-11-10	277	P
USGS	13305000	2019-11-11	277	P
